1.1364,0.3629,0.6134
1.0860,0.4314,0.6134
1.0844,0.4343,0.6134
1.0825,0.4171,0.6134
1.0936,0.4071,0.6134
1.0828,0.4429,0.6134
1.0751,0.4471,0.6134
1.0825,0.4329,0.6134
1.0751,0.4386,0.6134
1.0781,0.4286,0.6134
1.0751,0.4400,0.6134
1.0738,0.4471,0.6134
1.0762,0.4457,0.6134
1.0720,0.4486,0.6134
1.0684,0.4457,0.6134
1.0741,0.4486,0.6134
1.0747,0.4471,0.6134
1.0755,0.4486,0.6134
1.0723,0.4500,0.6134
1.0724,0.4486,0.6134
1.0754,0.4486,0.6134
1.0747,0.4486,0.6134
1.0717,0.4486,0.6134
1.0731,0.4486,0.6134
1.0715,0.4486,0.6134
1.0678,0.4486,0.6134
1.0699,0.4486,0.6134
1.0721,0.4486,0.6134
1.0722,0.4486,0.6134
1.0711,0.4486,0.6134
1.0707,0.4486,0.6134
1.0714,0.4486,0.6134
1.0689,0.4486,0.6134
1.0720,0.4486,0.6134
1.0731,0.4486,0.6134
1.0710,0.4486,0.6134
1.0713,0.4486,0.6134
1.0721,0.4486,0.6134
1.0693,0.4486,0.6134
1.0699,0.4486,0.6134
1.0693,0.4486,0.6134
1.0705,0.4486,0.6134
1.0717,0.4486,0.6134
1.0696,0.4486,0.6134
1.0702,0.4486,0.6134
1.0713,0.4486,0.6134
1.0706,0.4486,0.6134
1.0692,0.4486,0.6134
1.0700,0.4486,0.6134
1.0698,0.4486,0.6134
1.0698,0.4486,0.6134
1.0683,0.4486,0.6134
1.0701,0.4486,0.6134
1.0692,0.4486,0.6134
1.0709,0.4486,0.6134
1.0702,0.4486,0.6134
1.0694,0.4486,0.6134
1.0684,0.4486,0.6134
1.0692,0.4486,0.6134
1.0696,0.4486,0.6134
1.0695,0.4486,0.6134
1.0706,0.4486,0.6134
1.0694,0.4486,0.6134
1.0690,0.4486,0.6134
1.0688,0.4486,0.6134
1.0693,0.4486,0.6134
1.0688,0.4486,0.6134
1.0702,0.4486,0.6134
1.0687,0.4486,0.6134
1.0692,0.4486,0.6134
1.0688,0.4486,0.6134
1.0688,0.4486,0.6134
1.0685,0.4486,0.6134
1.0684,0.4486,0.6134
1.0691,0.4486,0.6134
1.0681,0.4486,0.6134
1.0690,0.4486,0.6134
1.0694,0.4486,0.6134
1.0693,0.4486,0.6134
1.0700,0.4486,0.6134
1.0700,0.4486,0.6134
1.0695,0.4486,0.6134
1.0695,0.4486,0.6134
1.0691,0.4486,0.6134
1.0696,0.4486,0.6134
1.0687,0.4486,0.6134
1.0693,0.4486,0.6134
1.0697,0.4486,0.6134
1.0691,0.4486,0.6134
1.0689,0.4486,0.6134
1.0695,0.4486,0.6134
1.0690,0.4486,0.6134
1.0689,0.4486,0.6134
1.0687,0.4486,0.6134
1.0697,0.4486,0.6134
1.0691,0.4486,0.6134
1.0685,0.4486,0.6134
1.0689,0.4486,0.6134
1.0686,0.4486,0.6134
1.0693,0.4486,0.6134
